,0,1
0,4.278231239318847,4.139688424845906
1,6.1715254306793215,6.061750327204579
2,12.814611434936523,14.081362117803835
3,5.971820640563965,6.228056691455995
4,5.160870456695557,5.105316707269698
5,7.834093809127808,9.152046386624754
6,9.862468338012695,10.157533518014251
7,3.487333393096924,3.353664765614986
8,8.680709838867188,8.907814997611938
9,5.898249578475952,5.874725877972929
10,4.765037202835083,4.768430537388715
11,9.237511253356933,8.845257063506915
12,3.893148684501648,3.900355357745841
13,7.117512464523315,6.897109127702788
14,7.109078741073608,7.035956283506538
15,12.39444351196289,13.242844385109029
16,6.940318870544433,6.9782378961849885
17,5.395956945419312,6.088377615342753
18,7.312103652954102,7.441460957663871
19,5.503756666183472,6.059676872042315
20,3.990815019607544,4.1219070329590135
21,5.888118934631348,5.974111409175547
22,6.393760919570923,6.0760625330012346
23,5.690131902694702,6.033078659699769
24,6.616878843307495,9.402625173733908
25,4.97878999710083,4.849474612157033
26,4.5059638023376465,4.481767433469915
27,2.454245686531067,2.479582437598512
28,8.07560420036316,7.938835754452819
29,3.441532754898071,3.2241110134188427
30,3.830717086791992,3.4588107152374072
31,5.422617816925049,5.488832541927641
32,4.66675329208374,4.46756472347933
33,4.937192440032959,5.015437766110731
34,13.128477954864502,12.404200635586971
35,7.800881719589233,7.84265695126342
36,20.4358154296875,22.374926414823953
37,4.5175646305084225,4.617386615701266
38,7.0088588237762455,6.902017098254897
39,4.545057487487793,4.605682759409804
40,4.069124603271485,4.117921968744456
41,10.286954402923584,11.672842462786138
42,6.265220403671265,6.260605903040926
43,5.498754549026489,5.021007390013851
44,5.75494351387024,5.535079712385374
45,3.27350058555603,2.1641172899432664
46,45.848860549926755,45.66420806857856
47,6.837560606002808,6.03381419309741
48,7.156056118011475,7.179943851925148
49,3.4272600173950196,3.4624283204995394
50,4.829449605941773,4.996290121664987
51,7.03645076751709,6.754553795527198
52,4.181023573875427,3.973833239606743
53,3.332888054847717,3.194102245609962
54,4.102335333824158,3.800410615855429
55,12.842277336120606,13.182215197839998
56,6.904052448272705,6.955293111356899
57,6.539629793167114,6.6895160505637845
