id,price
1,4.591847793702475
2,6.27137464780406
3,16.63207618216162
4,7.039833444981879
5,6.92615680843723
6,11.09093757759432
7,8.8239407319833
8,3.9167784732523336
9,7.538416461376505
10,6.857512588032834
11,4.908350802588141
12,9.825233380644793
13,3.885887672407254
14,7.32004245603051
15,8.354567211092556
16,9.951999925739344
17,7.602276818034276
18,5.693223948254302
19,5.509797629764
20,5.622103098939026
21,4.278510278375337
22,7.304843809240239
23,6.44590579245432
24,5.539052578694829
25,7.32936045548821
26,5.729779971451666
27,5.760772599181407
28,2.203593072250878
29,7.0317930475159445
30,2.756587966942416
31,5.755003935365609
32,5.302573877075092
33,4.948302590738302
34,3.941186071276636
35,11.797691395662454
36,8.864966178164359
37,16.04463769905646
38,4.611896536980736
39,7.162218730362616
40,4.694470203956494
41,4.53113980657461
42,7.9888223508794445
43,6.250329291688954
44,7.232968766451516
45,5.5761054473502645
46,2.9854002823862387
47,17.10544331949323
48,6.034583074182686
49,6.469198772098226
50,3.5318151544465652
51,6.199869171543156
52,7.44671525784956
53,3.294518246539083
54,3.7273130345519854
55,4.0867038537959415
56,8.675924211560282
57,6.516207728408389
58,7.143699144087437
59,18.804932325427405
60,8.347996653132817
61,8.468098650376286
62,5.177750082708046
63,6.249066208030038
64,15.090809330073995
65,8.008111783317547
66,5.691728147961788
67,8.724935980289791
68,5.120151056127661
69,2.5015602370102052
70,5.170594695900423
71,6.548120984249857
72,8.283104265005035
73,2.1079077679420735
74,4.42684046122321
75,5.211880663689985
76,8.111055447073083
77,7.012754915322573
78,5.424280413056319
79,8.219988776635853
80,6.471457027238626
81,4.828148987722145
82,7.968116916258776
83,7.949604355088481
84,3.483863891700011
85,15.124997918328058
86,21.491339192384284
87,5.971303807781731
88,3.479267799395584
89,4.255627234069108
90,14.386086247814523
91,11.903436579688137
92,7.324190684082207
93,10.040775104243616
94,4.812343123369507
95,7.64987420150167
96,7.8182017875219225
97,7.720103630682955
98,3.519749528073522
99,5.4026077399277765
100,6.020867020260065
101,7.330896790567514
102,3.255156227467789
103,12.70250322999281
104,16.228265326431117
105,3.2261257666878684
106,9.078907842735761
107,10.126528639748575
108,4.766232978928575
109,20.587700497114582
110,5.713949923449159
111,10.131554986897699
112,5.767415133961475
113,4.634246540765699
114,5.4081381071397345
115,6.521059597440262
116,8.484286757623245
117,10.347914026113834
118,13.536166102401697
119,6.910473066919134
120,4.567412458554786
121,4.424543243897291
122,11.710241590006763
123,11.111741555655147
124,8.443536917649146
125,6.306693404026628
126,6.512624197286339
127,17.195181965067608
128,9.901893858735036
129,4.29473670655734
130,6.010946784673809
131,3.2950071800258534
132,6.6202970452007515
133,5.517030225986205
134,6.252720964575891
135,3.7226457345956554
136,5.686045829404104
137,8.121898055452782
138,7.68957938489227
139,5.673092377936862
140,9.835636681107294
141,5.107496038414316
142,9.028838044709994
143,8.178890231628587
144,4.5248030857837485
145,7.508357426636903
146,6.666012724689605
147,11.944878735413665
148,6.74319009847691
149,5.115213543208963
150,4.908096048692446
151,5.450168764269374
152,3.808086741598754
153,14.135606262418104
154,3.8793083198045113
155,5.1652833239368565
156,6.72808765680349
157,29.682190745600103
158,6.215878405214384
159,4.672071498264606
160,7.209699040496382
161,13.730761071180856
162,66.45502707431866
163,17.66117215796201
164,7.453949561258896
165,6.746597939107645
166,9.348441795100543
167,5.814746454440187
168,6.057902383122965
169,7.161953497210732
170,7.435119474213217
171,3.87873525683271
172,5.6288446428523
173,6.299848547039298
174,8.759780618889367
175,15.866117042841642
176,8.045987118940324
177,3.4515994998777337
178,6.698909579323402
179,4.983584858196627
180,5.931827317677141
181,7.424971336290812
182,6.032951435873167
183,6.990193534790578
184,9.39647309409978
185,6.623237241415084
186,0.3872746538659714
187,7.1686469036254925
188,7.761724000023987
189,5.73688223707089
190,9.354947029600607
191,4.197223951188545
192,7.907928344001711
193,8.039552400877652
194,4.844729043291801
195,4.195559323527759
196,6.004039805595483
197,4.502472825522456
198,5.633921492250848
199,4.549983316194889
200,5.276473607378951
201,8.85735119427926
202,5.784892200150629
203,5.085106554093605
204,4.959550169296131
205,-0.2026659911980786
206,10.308523116252973
207,8.393528164965574
208,3.3598709306717405
209,5.125186376758843
210,15.044618326933763
211,9.545679010365648
212,4.4285155349221945
213,1.8430917711287442
214,6.4262820929310935
215,10.294945811540614
216,5.129818761253727
217,11.016750044857417
218,6.43526361746192
219,5.718511314098891
220,10.581680138118587
221,15.909971974424508
222,6.885077734251503
223,5.5958801354586605
224,5.377169498226628
225,8.855724056937198
226,3.745302774217218
227,4.494139864300345
228,21.93852146471768
